GO:0000001	mitochondrion inheritance
GO:0010929	positive regulation of auxin mediated signaling pathway
GO:0010930	negative regulation of auxin mediated signaling pathway
GO:0010931	macrophage tolerance induction
GO:0010932	regulation of macrophage tolerance induction
GO:0010933	positive regulation of macrophage tolerance induction
GO:0010934	macrophage cytokine production
GO:0010935	regulation of macrophage cytokine production
GO:0010936	negative regulation of macrophage cytokine production
GO:0010937	regulation of cytoplasmic microtubule depolymerization
GO:0010938	cytoplasmic microtubule depolymerization
GO:0010939	regulation of necrotic cell death
GO:0010940	positive regulation of necrotic cell death
GO:0010941	regulation of cell death
GO:0010942	positive regulation of cell death
GO:0010944	negative regulation of transcription by competitive promoter binding
GO:0010946	regulation of meiotic joint molecule formation
GO:0010947	negative regulation of meiotic joint molecule formation
GO:0010948	negative regulation of cell cycle process
GO:0010949	negative regulation of intestinal phytosterol absorption
GO:0010950	positive regulation of endopeptidase activity
GO:0010951	negative regulation of endopeptidase activity
GO:0010952	positive regulation of peptidase activity
GO:0010954	positive regulation of protein processing
GO:0010955	negative regulation of protein processing
GO:0010956	negative regulation of calcidiol 1-monooxygenase activity
GO:0010957	negative regulation of vitamin D biosynthetic process
GO:0010958	regulation of amino acid import
GO:0010959	regulation of metal ion transport
GO:0010960	magnesium ion homeostasis
GO:0010961	cellular magnesium ion homeostasis
GO:0010962	regulation of glucan biosynthetic process
GO:0010963	regulation of L-arginine import
GO:0010964	regulation of chromatin silencing by small RNA
GO:0010965	regulation of mitotic sister chromatid separation
GO:0010966	regulation of phosphate transport
GO:0010967	regulation of polyamine biosynthetic process
GO:0010968	regulation of microtubule nucleation
GO:0010969	regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
GO:0010970	microtubule-based transport
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle
GO:0010973	positive regulation of barrier septum assembly
GO:0010974	negative regulation of barrier septum assembly
GO:0010975	regulation of neuron projection development
GO:0010976	positive regulation of neuron projection development
GO:0010977	negative regulation of neuron projection development
GO:0010978	gene silencing involved in chronological cell aging
GO:0010979	regulation of vitamin D 24-hydroxylase activity
GO:0010980	positive regulation of vitamin D 24-hydroxylase activity
GO:0010981	regulation of cell wall macromolecule metabolic process
GO:0010982	regulation of high-density lipoprotein particle clearance
GO:0010983	positive regulation of high-density lipoprotein particle clearance
GO:0010984	regulation of lipoprotein particle clearance
GO:0010985	negative regulation of lipoprotein particle clearance
GO:0010986	positive regulation of lipoprotein particle clearance
GO:0010987	negative regulation of high-density lipoprotein particle clearance
GO:0010988	regulation of low-density lipoprotein particle clearance
GO:0010989	negative regulation of low-density lipoprotein particle clearance
GO:0010990	regulation of SMAD protein complex assembly
GO:0010991	negative regulation of SMAD protein complex assembly
GO:0010992	ubiquitin homeostasis
GO:0010993	regulation of ubiquitin homeostasis
GO:0010994	free ubiquitin chain polymerization
GO:0010995	free ubiquitin chain depolymerization
GO:0010996	response to auditory stimulus
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation
GO:0010999	regulation of eIF2 alpha phosphorylation by heme
GO:0011000	replication fork arrest at mating type locus
GO:0012501	programmed cell death
GO:0012502	induction of programmed cell death
GO:0014001	sclerenchyma cell differentiation
GO:0014002	astrocyte development
GO:0014003	oligodendrocyte development
GO:0014004	microglia differentiation
GO:0014005	microglia development
GO:0014006	regulation of microglia differentiation
GO:0014007	negative regulation of microglia differentiation
GO:0014008	positive regulation of microglia differentiation
GO:0014009	glial cell proliferation
GO:0014010	Schwann cell proliferation
GO:0014011	Schwann cell proliferation involved in axon regeneration
GO:0014012	peripheral nervous system axon regeneration
GO:0014013	regulation of gliogenesis
GO:0014014	negative regulation of gliogenesis
GO:0014015	positive regulation of gliogenesis
GO:0014016	neuroblast differentiation
GO:0014017	neuroblast fate commitment
GO:0014018	neuroblast fate specification
GO:0014019	neuroblast development
GO:0014020	primary neural tube formation
GO:0014021	secondary neural tube formation
GO:0014022	neural plate elongation
GO:0014023	neural rod formation
GO:0014024	neural rod cavitation
GO:0014025	neural keel formation
GO:0014027	secondary neural tube rod cavitation
GO:0014028	notochord formation
GO:0014029	neural crest formation
GO:0014030	mesenchymal cell fate commitment
GO:0014031	mesenchymal cell development
GO:0014032	neural crest cell development
GO:0014033	neural crest cell differentiation
GO:0014034	neural crest cell fate commitment
GO:0014035	neural crest cell fate determination
GO:0014036	neural crest cell fate specification
GO:0014037	Schwann cell differentiation
GO:0014038	regulation of Schwann cell differentiation
GO:0014039	negative regulation of Schwann cell differentiation
GO:0014040	positive regulation of Schwann cell differentiation
GO:0014041	regulation of neuron maturation
GO:0014042	positive regulation of neuron maturation
GO:0014043	negative regulation of neuron maturation
GO:0014044	Schwann cell development
GO:0014045	establishment of endothelial blood-brain barrier
GO:0014046	dopamine secretion
GO:0014047	glutamate secretion
GO:0014048	regulation of glutamate secretion
GO:0014049	positive regulation of glutamate secretion
GO:0014050	negative regulation of glutamate secretion
GO:0014051	gamma-aminobutyric acid secretion
GO:0014052	regulation of gamma-aminobutyric acid secretion
GO:0014053	negative regulation of gamma-aminobutyric acid secretion
GO:0014054	positive regulation of gamma-aminobutyric acid secretion
GO:0014055	acetylcholine secretion
GO:0014056	regulation of acetylcholine secretion
GO:0014057	positive regulation of acetylcholine secretion
GO:0014058	negative regulation of acetylcholine secretion
GO:0014059	regulation of dopamine secretion
GO:0014060	regulation of epinephrine secretion
GO:0014061	regulation of norepinephrine secretion
GO:0014062	regulation of serotonin secretion
GO:0014063	negative regulation of serotonin secretion
GO:0014064	positive regulation of serotonin secretion
GO:0014065	phosphatidylinositol 3-kinase cascade
GO:0014066	regulation of phosphatidylinositol 3-kinase cascade
GO:0014067	negative regulation of phosphatidylinositol 3-kinase cascade
GO:0014068	positive regulation of phosphatidylinositol 3-kinase cascade
GO:0014070	response to organic cyclic compound
GO:0014071	response to cycloalkane
GO:0014072	response to isoquinoline alkaloid
GO:0014073	response to tropane
GO:0014074	response to purine-containing compound
GO:0014075	response to amine stimulus
GO:0014076	response to fluoxetine
GO:0014703	oscillatory muscle contraction
GO:0014706	striated muscle tissue development
GO:0014707	branchiomeric skeletal muscle development
GO:0014708	regulation of somitomeric trunk muscle development
GO:0014709	positive regulation of somitomeric trunk muscle development
GO:0014710	negative regulation of somitomeric trunk muscle development
GO:0014711	regulation of branchiomeric skeletal muscle development
GO:0014712	positive regulation of branchiomeric skeletal muscle development
GO:0014713	negative regulation of branchiomeric skeletal muscle development
GO:0014714	myoblast fate commitment in head
GO:0014715	myoblast fate commitment in trunk
GO:0014716	satellite cell asymmetric division involved in skeletal muscle regeneration
GO:0014717	regulation of satellite cell activation involved in skeletal muscle regeneration
GO:0014718	positive regulation of satellite cell activation involved in skeletal muscle regeneration
GO:0014719	satellite cell activation
GO:0014720	tonic skeletal muscle contraction
GO:0014721	twitch skeletal muscle contraction
GO:0014722	regulation of skeletal muscle contraction by calcium ion signaling
GO:0014723	regulation of skeletal muscle contraction by modulation of calcium ion sensitivity of myofibril
GO:0014724	regulation of twitch skeletal muscle contraction
GO:0014725	regulation of extraocular skeletal muscle development
GO:0014726	negative regulation of extraocular skeletal muscle development
GO:0014727	positive regulation of extraocular skeletal muscle development
GO:0014728	regulation of the force of skeletal muscle contraction
GO:0014729	regulation of the velocity of shortening of skeletal muscle modulating contraction
GO:0014730	skeletal muscle regeneration at neuromuscular junction
GO:0014732	skeletal muscle atrophy
GO:0014733	regulation of skeletal muscle adaptation
GO:0014734	skeletal muscle hypertrophy
GO:0014735	regulation of muscle atrophy
GO:0014736	negative regulation of muscle atrophy
GO:0014737	positive regulation of muscle atrophy
GO:0014738	regulation of muscle hyperplasia
GO:0014739	positive regulation of muscle hyperplasia
GO:0014740	negative regulation of muscle hyperplasia
GO:0014741	negative regulation of muscle hypertrophy
GO:0014742	positive regulation of muscle hypertrophy
GO:0014743	regulation of muscle hypertrophy
GO:0014744	positive regulation of muscle adaptation
GO:0014745	negative regulation of muscle adaptation
GO:0014746	regulation of tonic skeletal muscle contraction
GO:0014747	positive regulation of tonic skeletal muscle contraction
GO:0014748	negative regulation of tonic skeletal muscle contraction
GO:0014805	smooth muscle adaptation
GO:0014806	smooth muscle hyperplasia
GO:0014807	regulation of somitogenesis
GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
GO:0014810	positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
