HP:0000002	Abnormality of body height
HP:0003278	Square pelvis
HP:0003279	Coxa magna
HP:0003281	Increased serum ferritin
HP:0003282	Low alkaline phosphatase
HP:0003286	Cystathioninemia
HP:0003287	Abnormality of mitochondrial metabolism
HP:0003288	Mitochondrial propionyl-CoA carboxylase (PCC) defect
HP:0003292	Decreased serum leptin
HP:0003295	Impaired FSH and LH secretion
HP:0003296	Hyperthreoninuria
HP:0003297	Hyperlysinuria
HP:0003298	Spina bifida occulta
HP:0003300	Ovoid vertebral bodies
HP:0003301	Irregular vertebral endplates
HP:0003302	Spondylolisthesis
HP:0003304	Spondylolysis
HP:0003305	Block vertebrae
HP:0003306	Spinal rigidity
HP:0003307	Hyperlordosis
HP:0003308	Cervical subluxation
HP:0003309	Ovoid thoracolumbar vertebrae
HP:0003310	Abnormality of the odontoid process
HP:0003311	Hypoplasia of the odontoid process
HP:0003312	Abnormal form of the vertebral bodies
HP:0003316	Butterfly vertebrae
HP:0003318	Cervical spine hypermobility
HP:0003319	Abnormality of the cervical spine
HP:0003320	C1-C2 subluxation
HP:0003321	Biconcave flattened vertebrae
HP:0003323	Progressive muscle weakness
HP:0003324	Generalized muscle weakness
HP:0003325	Limb-girdle muscle weakness
HP:0003326	Myalgia
HP:0003327	Axial muscle weakness
HP:0003328	Abnormal hair laboratory examination
HP:0003329	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes
HP:0003330	Abnormal bone structure
HP:0003332	Absent primary metaphyseal spongiosa
HP:0003333	Increased serum beta-hexosaminidase
HP:0003334	Elevated circulating catecholamine level
HP:0003335	Low gonadotropins (secondary hypogonadism)
HP:0003336	Abnormal enchondral ossification
HP:0003337	Reduced prothrombin consumption
HP:0003338	Focal necrosis of right ventricular muscle cells
HP:0003339	Pyrimidine-responsive megaloblastic anemia
HP:0003341	Junctional split
HP:0003343	Glutathione synthetase deficiency
HP:0003344	3-Methylglutaric aciduria
HP:0003345	Elevated urinary norepinephrine
HP:0003347	Impaired lymphocyte transformation with phytohemagglutinin
HP:0003348	Hyperalaninemia
HP:0003349	Low cholesterol esterification rates
HP:0003351	Decreased circulating renin level
HP:0003352	Endopolyploidy on chromosome studies of bone marrow
HP:0003353	Propionyl-CoA carboxylase deficiency
HP:0003354	Hyperthreoninemia
HP:0003355	Aminoaciduria
HP:0003357	Thymic hormone decreased
HP:0003358	Elevated intracellular cystine
HP:0003359	Decreased urinary sulfate
HP:0003361	Tryptophanuria
HP:0003362	Increased circulating very-low-density lipoprotein cholesterol
HP:0003363	Abdominal situs inversus
HP:0003365	Arthralgia of the hip
HP:0003366	Abnormality of the femoral neck and head region
HP:0003367	Abnormality of the femoral neck
HP:0003368	Abnormality of the femoral head
HP:0003370	Flat capital femoral epiphysis
HP:0003371	Enlargement of the proximal femoral epiphysis
HP:0003375	Narrow greater sacrosciatic notches
HP:0003376	Steppage gait
HP:0003378	Axonal degeneration/regeneration
HP:0003380	Decreased number of peripheral myelinated nerve fibers
HP:0003382	Hypertrophic nerve changes
HP:0003383	Onion bulb formation
HP:0003384	Peripheral axonal atrophy
HP:0003387	Decreased number of large peripheral myelinated nerve fibers
HP:0003388	Easy fatigability
HP:0003390	Sensory axonal neuropathy
HP:0003391	Gower sign
HP:0003392	First dorsal interossei muscle weakness
HP:0003393	Thenar muscle atrophy
HP:0003394	Muscle cramps
HP:0003396	Syringomyelia
HP:0003397	Generalized hypotonia due to defect at the neuromuscular junction
HP:0003398	Abnormality of the neuromuscular junction
HP:0003400	Basal lamina 'onion bulb' formation
HP:0003401	Paresthesia
HP:0003402	Decreased miniature endplate potentials
HP:0003403	EMG: decremental response of compound muscle action potential (CMAP) to repetitive nerve stimulation
HP:0003405	Diffuse axonal swelling
HP:0003406	Peripheral nerve compression
HP:0003409	Distal sensory impairment of all modalities
HP:0003411	Irregular proximal femoral metaphyses
HP:0003413	Atlantoaxial abnormality
HP:0003414	Atlantoaxial dislocation
HP:0003416	Spinal canal stenosis
HP:0003417	Coronal cleft vertebrae
HP:0003418	Back pain
HP:0003419	Low back pain
HP:0003421	Platyspondyly (childhood)
HP:0003422	Vertebral segmentation defect
HP:0003423	Thoracolumbar kyphoscoliosis
HP:0003426	First dorsal interossei muscle atrophy
HP:0003427	Thenar muscle weakness
HP:0003429	Hypomyelination
HP:0003431	Decreased motor nerve conduction velocity
HP:0003434	Sensory ataxic neuropathy
HP:0003435	Cold-induced hand cramps
HP:0003436	Prolonged miniature endplate currents
HP:0003438	Absent Achilles reflex
HP:0003440	Horizontal sacrum
HP:0003443	Decreased size of nerve terminals
HP:0003444	EMG: chronic denervation signs
HP:0003445	EMG: neuropathic changes
HP:0003447	Axonal loss
HP:0003448	Decreased sensory nerve conduction velocity
HP:0003449	Cold-induced muscle cramps
HP:0003450	Axonal regeneration
HP:0003451	Increased rate of premature chromosome condensation
HP:0003452	Increased serum iron
HP:0003453	Antineutrophil antibody positivity
HP:0003454	Platelet antibody positive
HP:0003455	Elevated long chain fatty acids
HP:0003456	Low urinary cyclic AMP response to PTH administration
HP:0003457	EMG abnormality
HP:0003458	EMG: myopathic abnormalities
HP:0003459	Polyclonal elevation of IgM
HP:0003460	Total immunoglobulin A deficiency
HP:0003461	Increased urinary O-linked sialopeptides
HP:0003462	Elevated 8-dehydrocholesterol
HP:0003463	Increased extraneuronal autofluorescent lipopigment
HP:0003464	Abnormal cholesterol homeostasis
HP:0003465	Elevated 8(9)-cholestenol
HP:0003466	Paradoxical increased cortisol secretion on dexamethasone suppression test
HP:0003467	Atlantoaxial instability
HP:0003468	Abnormality of the vertebrae
HP:0003469	Peripheral dysmyelination
HP:0003470	Paralysis
HP:0003472	Hypocalcemic tetany
HP:0003473	Fatigable weakness
HP:0003474	Sensory impairment
HP:0003477	Peripheral axonal neuropathy
HP:0003481	Segmental peripheral demyelination/remyelination
HP:0003482	EMG: axonal abnormality
HP:0003484	Upper limb muscle weakness
HP:0003487	Babinski sign
HP:0003489	Acute episodes of neuropathic symptoms
HP:0003490	Defective dehydrogenation of isovaleryl CoA and butyryl CoA
HP:0003491	Elevated urine pyrophosphate
HP:0003492	High urinary gonadotropins (primary hypogonadism)
HP:0003493	Antinuclear antibody positivity
HP:0003495	GM2-ganglioside accumulation
HP:0003496	Increased IgM level
HP:0003498	Disproportionate short stature
HP:0003502	Mild short stature
HP:0003508	Proportionate short stature
HP:0003510	Severe short stature
HP:0003513	Reduced ratio of renal calcium clearance to creatinine clearance
HP:0003514	Deficiency or absence of cytochrome b(-245)
HP:0003517	Birth length greater than 97th percentile
HP:0003521	Disproportionate short-trunk short stature
HP:0003524	Decreased methionine synthase activity
HP:0003526	Orotic acid crystalluria
HP:0003527	Hyperprostaglandinuria
HP:0003528	Elevated calcitonin
HP:0003529	Parathormone-independent renal tubular calcium reabsorption defect
HP:0003530	Glutaric acidemia
HP:0003532	Ornithinuria
HP:0003533	Delayed oxidation of acetaldehyde
HP:0003534	Reduced xanthine dehydrogenase activity
HP:0003535	3-Methylglutaconic aciduria
HP:0003536	Decreased fumarate hydratase activity
HP:0003537	Hypouricemia
HP:0003538	Increased serum iduronate sulfatase activity
HP:0003540	Impaired platelet aggregation
HP:0003541	Urinary glycosaminoglycan excretion
HP:0003542	Increased serum pyruvate
HP:0003546	Exercise intolerance
HP:0003547	Shoulder girdle muscle weakness
HP:0003548	Subsarcolemmal accumulations of abnormally shaped mitochondria
HP:0003549	Abnormality of connective tissue
HP:0003550	Predominantly lower limb lymphedema
HP:0003551	Difficulty climbing stairs
HP:0003552	Muscle stiffness
HP:0003553	Cellulitis due to immunodeficiency
HP:0003554	Type 2 muscle fiber atrophy
HP:0003555	Muscle fiber splitting
HP:0003557	Increased variability in muscle fiber diameter
HP:0003558	Viral infection-induced rhabdomyolysis
HP:0003559	Muscle hyperirritability
HP:0003560	Muscular dystrophy
HP:0003561	Birth length <3rd percentile
HP:0003562	Abnormal metaphyseal vascular invasion
HP:0003563	Hypobetalipoproteinemia
HP:0003564	Folate-dependent fragile site at Xq28
HP:0003565	Elevated erythrocyte sedimentation rate
HP:0003566	Increased serum prostaglandin E2
HP:0003568	Decreased glucosephosphate isomerase activity
HP:0003570	Molybdenum cofactor deficiency
HP:0003571	Propionicacidemia
HP:0003572	Low plasma citrulline
HP:0003573	Increased total bilirubin
HP:0003574	Positive regitine blocking test
HP:0003575	Increased intracellular sodium
HP:0003606	Absent urinary urothione
HP:0003607	4-Hydroxyphenylacetic aciduria
HP:0003608	Increased urinary sodium
HP:0003609	Foam cells with lamellar inclusion bodies
HP:0003610	Fibroblast metachromasia
HP:0003612	Positive ferric chloride test
HP:0003613	Antiphospholipid antibody positivity
HP:0003614	Trimethylaminuria
HP:0003616	Premature separation of centromeric heterochromatin
HP:0003634	Generalized amyoplasia
HP:0003635	Loss of subcutaneous adipose tissue in limbs
HP:0003637	Reduced 4-Hydroxyphenylpyruvate dioxygenase activity
HP:0003639	Elevated urinary epinephrine
HP:0003640	Foam cells in visceral organs and CNS
HP:0003641	Hemoglobinuria
HP:0003642	Type I transferrin isoform profile
HP:0003643	Sulfite oxidase deficiency
HP:0003645	Prolonged partial thromboplastin time
HP:0003646	Bicarbonaturia
HP:0003647	Electron transfer flavoprotein-ubiquinone oxidoreductase defect
HP:0003648	Lacticaciduria
HP:0003649	Abnormality of glycoside metabolism
HP:0003651	Foam cells
HP:0003652	Recurrent myoglobinuria
HP:0003653	Cellular metachromasia
HP:0003654	Reduced dihydropyrimidine dehydrogenase activity
HP:0003655	Reduced activity of N-acetylglucosaminyltransferase II
HP:0003656	Decreased beta-glucocerebrosidase protein and activity
HP:0003657	Granular osmiophilic deposits (GROD) in cells
HP:0003658	Hypomethioninemia
HP:0003665	Amyotrophy of the musculature of the pelvis
HP:0003683	Large beaked nose
HP:0003687	Centrally nucleated skeletal muscle fibers
HP:0003688	Decreased activity of cytochrome C oxidase in muscle tissue
HP:0003689	Multiple mitochondrial DNA deletions
HP:0003690	Limb muscle weakness
HP:0003691	Scapular winging
HP:0003693	Distal amyotrophy
HP:0003694	Late-onset proximal muscle weakness
HP:0003696	Absent epiphysis of the distal phalanx of the 5th finger
HP:0003697	Scapuloperoneal amyotrophy
HP:0003698	Difficulty standing
HP:0003700	Generalized amyotrophy
HP:0003701	Proximal muscle weakness
HP:0003704	Scapuloperoneal weakness
HP:0003707	Calf muscle pseudohypertrophy
HP:0003710	Exercise-induced muscle cramps
HP:0003712	Muscle hypertrophy
HP:0003713	Muscle fiber necrosis
HP:0003715	Myofibrillar myopathy
HP:0003716	Generalized muscular appearance from birth
HP:0003717	Minimal subcutaneous fat
HP:0003719	Muscle mounding
HP:0003720	Generalized muscle hypertrophy
HP:0003722	Neck flexor weakness
HP:0003724	Shoulder girdle muscle atrophy
HP:0003725	Firm muscles
HP:0003729	Enteroviral dermatomyositis syndrome
HP:0003730	EMG: myotonic runs
HP:0003731	Quadriceps muscle weakness
HP:0003733	Thigh hypertrophy
HP:0003736	Autophagic vacuoles
HP:0003737	Mitochondrial myopathy
HP:0003738	Exercise-induced myalgia
HP:0003739	Myoclonic spasms
HP:0003740	Myotonia with warm-up phenomenon
HP:0003741	Congenital muscular dystrophy
HP:0003749	Pelvic girdle muscle weakness
HP:0003750	Increased muscle fatiguability
HP:0003752	Episodic flaccid weakness
HP:0003755	Type 1 fibers relatively smaller than type 2 fibers
HP:0003756	Skeletal myopathy
HP:0003758	Reduced subcutaneous adipose tissue
HP:0003759	Hypoplasia of lymphatic vessels
HP:0003760	Percussion-induced rapid rolling muscle contractions (PIRC)
HP:0003761	Calcinosis
HP:0003762	Uterus didelphys
HP:0003763	Bruxism
HP:0003764	Nevus
HP:0003765	Psoriasis
HP:0003768	Periodic paralysis
HP:0003771	Pulp stones
HP:0003774	End stage renal disease
HP:0003777	Pili torti
HP:0003778	Short mandibular rami
HP:0003779	Antegonial notching of mandible
HP:0003781	Excessive salivation
HP:0003782	Eunuchoid habitus
HP:0003783	Externally rotated/abducted legs
HP:0003784	Type 1 collagen overmodification
HP:0003785	Decreased CSF homovanillic acid (HVA)
HP:0003787	Type 1 and type 2 muscle fiber minicore regions
HP:0003789	Minicore (multicore) myopathy
HP:0003791	Deposits immunoreactive to beta-amyloid protein
HP:0003795	Short middle phalanx of toe
HP:0003796	Irregular iliac crest
HP:0003797	Limb-girdle muscle atrophy
HP:0003798	Nemaline bodies
HP:0003799	Marked delay in bone age
HP:0003800	Muscle abnormality related to mitochondrial dysfunction
HP:0003803	Type 1 muscle fiber predominance
HP:0003805	Rimmed vacuoles
HP:0003808	Abnormal muscle tone
HP:0003809	Nearly complete absence of metabolically active adipose tissue (subcutaneous, intraabdominal, intrathoracic)
HP:0003810	Late-onset distal muscle weakness
HP:0003832	Abnormality of the tibial plateaux
HP:0003833	Laterally deficient tibial plateaux
HP:0003834	Shoulder dislocation
HP:0003835	Shoulder subluxation
HP:0003836	Stippled calcification of the shoulder
HP:0003837	Soft-tissue ossification around the shoulders
HP:0003839	Abnormality involving the epiphyses of the upper limbs
HP:0003840	Delayed upper limb epiphyseal ossification
HP:0003841	Fragmented epiphyses of the upper limbs
HP:0003842	Irregular epiphyses of the upper limbs
HP:0003843	Round epiphyses of the upper limbs
HP:0003844	Small epiphyses of the upper limbs
HP:0003846	Wide epiphyseal plates of the upper limbs
HP:0003848	Cupped metaphyses of the upper limbs
HP:0003849	Flared metaphyses of the upper limbs
HP:0003850	Irregular metaphyses of the upper limbs
HP:0003851	Lytic defects in metaphyses of the upper limbs
HP:0003852	Normal density transverse bands in metaphyses of the upper limbs
HP:0003853	Sclerosis with transverse striations in metaphyses of the upper limbs
HP:0003854	Sclerosis of metaphyses of the upper limbs
HP:0003855	Spurred metaphyses of the upper limbs
HP:0003856	Upper limb metaphyseal widening
HP:0003858	Cortical diaphyseal irregularity of the upper limbs
HP:0003859	Cortical diaphyseal thickening of the upper limbs
HP:0003860	Diaphyseal sclerosis of the upper limbs
HP:0003861	Broad diaphyses of the upper limbs
HP:0003862	Absent humerus
HP:0003863	Angulated humerus
HP:0003864	Bifid humerus
HP:0003865	Bowed humerus
HP:0003866	Coarse trabeculae (humeral)
HP:0003867	Cortical irregularity (humeral)
HP:0003868	Cortical thickening (humeral)
HP:0003869	Cortical thinning (humeral)
HP:0003870	Crumpled humerus
HP:0003871	Deformed humerus
HP:0003872	Exostoses (humeral)
HP:0003874	Humerus varus
HP:0003875	Lytic defects (humeral)
HP:0003876	Osteoporotic humerus
HP:0003877	Oval transradiancy (humeral)
HP:0003878	Periosteal new bone (humeral)
HP:0003879	Pseudarthrosis (humeral)
HP:0003880	Sclerotic foci of the humerus
HP:0003881	Humeral sclerosis
HP:0003882	Slender humerus
HP:0003883	Tapered humerus
HP:0003884	Triangular humerus
HP:0003885	Undermodeled humerus
HP:0003886	Wide humerus
HP:0003887	Abnormality of the humeral heads
HP:0003888	Flattened humeral heads
HP:0003889	Abnormality of the deltoid tuberosities
HP:0003890	Prominent deltoid tuberosities
HP:0003891	Abnormality of the humeral epiphysis
HP:0003892	Absent ossification/Absence of the humeral epiphyses
HP:0003893	Advanced ossification of the humeral epiphysis
HP:0003894	Delayed humeral epiphyseal ossification
HP:0003895	Flattened humeral epiphyses
HP:0003896	Irregular humeral epiphyses
HP:0003897	Irregular ossification of the humeral epiphyses
HP:0003898	Large humeral epiphyses
HP:0003899	Round humeral epiphyses
HP:0003900	Small humeral epiphyses
HP:0003901	Stippled calcification of the humeral epiphyses
HP:0003902	Epiphyseal stippling of the humerus
HP:0003903	Broad humeral epiphyses
HP:0003904	Wide epiphyses of the upper limbs
HP:0003905	Abnormality of the humeral epiphyseal plate
HP:0003906	Broad humeral epiphyseal plate
HP:0003907	Abnormality of the humeral metaphyses
HP:0003908	Corner spurs (humeral metaphyses)
HP:0003909	Cortical subperiosteal resorption (humeral metaphyses)
HP:0003910	Enlarged humeral metaphyses
HP:0003911	Flared humeral metaphysis
HP:0003912	Frayed humeral metaphyses
HP:0003913	Irregular humeral metaphyses
HP:0003914	Irregular ossification of humeral metaphyses
HP:0003915	Lytic defects of the humeral metaphsis
HP:0003916	Normal-density transverse bands (humerus)
HP:0003917	Pointed humeral metaphysis
HP:0003918	Sclerotic humeral metaphysis
HP:0003919	Sclerotic humeral metaphysis with longitudinal striations
HP:0003920	Sloping humeral metaphysis
HP:0003921	Laterally sloping humeral metaphysis
HP:0003922	Spurred humeral metaphysis
HP:0003923	Square humeral metaphysis
HP:0003924	Stippled calcification of humeral metaphysis
HP:0003926	Abnormality of the humeral diaphysis
HP:0003927	Cortical irregularity of humeral diaphysis
HP:0003928	Cortical thickening of humeral diaphysis
HP:0003929	Ground glass opacity of humeral diaphysis
HP:0003930	Lytic defects of humeral diaphysis
HP:0003931	Periosteal new bone (humeral diaphysis)
HP:0003932	Sclerotic foci of humeral diaphysis
HP:0003933	Sclerosis of humeral diaphysis
HP:0003934	Slender humeral diaphysis
HP:0003935	Wide humeral diaphysis
HP:0003938	Synostosis involving the elbow
HP:0003939	Humeroulnar synostosis
HP:0003940	Osteoarthritis of the elbow
HP:0003941	Stippled calcification of the elbow
HP:0003942	Synovial chondromatosis of the elbow
HP:0003943	Abnormality of the joint spaces of the elbow
HP:0003944	Narrow joint spaces of the elbow
HP:0003945	Irregular articular surfaces of the elbow joints
HP:0003946	Abnormality of the epiphyses of the elbow
HP:0003947	Delayed elbow epiphyseal ossification
HP:0003948	Irregular epiphyses of the elbow
HP:0003949	Abnormality of the elbow metaphyses
HP:0003950	Flared metaphyses (elbow)
HP:0003951	Irregular metaphyses (elbow)
HP:0003952	Sclerotic foci of metaphyses of the elbow
